task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Refactoring,High,Senior,Go,Medium,2,1,1,4,1,17,False,2,False,3.07,0,1,0,0,1.23
Refactoring,High,Senior,Go,Medium,6,4,0,12,4,10,False,0,False,3.12,3,0,0,1,2.39
Code Review,Medium,Mid,C++,Medium,1,1,2,2,5,18,True,0,True,1.75,1,0,0,0,0.7
Deployment,Medium,Mid,Other,Critical,7,4,0,14,6,11,False,3,True,1.51,4,0,0,0,3.39
Client Meeting,Medium,Tech Lead,C++,Medium,2,3,3,4,3,16,True,2,False,4.05,1,0,2,0,1.23
Bug Fix,Low,Senior,Go,High,6,4,1,12,3,17,True,0,True,4.36,0,3,0,1,2.5
Documentation,Low,Senior,JavaScript,High,11,2,2,22,10,12,False,2,True,4.05,1,0,1,0,4.35
Documentation,Medium,Mid,Go,Medium,11,1,2,22,6,14,True,0,False,6.44,0,0,1,0,4.18
Design Review,Low,Senior,JavaScript,Medium,4,5,0,8,8,16,True,3,False,2.94,2,2,1,0,1.75
Deployment,High,Mid,C++,High,12,1,3,24,9,11,False,2,False,1.27,1,0,0,0,6.36
Documentation,Low,Junior,Other,Low,1,1,0,2,8,13,False,0,False,1.82,1,0,0,0,0.51
Testing,Low,Junior,JavaScript,Critical,10,5,0,20,1,13,True,3,False,3.14,2,2,1,0,3.99
Client Meeting,Medium,Junior,C++,Critical,9,1,2,18,10,16,False,0,False,1.58,1,0,0,0,4.09
Feature Dev,Medium,Tech Lead,Python,Low,10,2,1,20,6,16,True,3,False,3.43,0,2,0,0,4.28
Client Meeting,Medium,Mid,Java,Low,13,3,1,26,6,15,True,3,False,6.62,0,1,0,2,4.75
Bug Fix,Medium,Junior,JavaScript,Medium,9,4,2,18,10,13,True,0,True,2.0,3,1,0,0,4.28
Refactoring,High,Senior,JavaScript,Medium,12,3,2,24,8,12,False,3,True,3.87,0,2,1,0,6.29
Code Review,Low,Tech Lead,JavaScript,Critical,9,4,3,18,10,9,False,2,False,2.17,3,1,0,0,4.01
Code Review,Low,Senior,Java,High,8,5,0,16,10,12,True,1,False,2.13,2,3,0,0,3.21
Refactoring,Medium,Mid,Other,Medium,13,3,1,26,7,17,False,1,False,5.02,0,1,2,0,4.45
Deployment,Medium,Mid,Go,Low,10,2,1,20,7,14,False,2,False,2.74,1,1,0,0,4.15
Feature Dev,Medium,Senior,Go,High,9,2,2,18,7,13,True,1,False,3.84,0,2,0,0,4.06
Bug Fix,Medium,Mid,Go,Medium,13,5,2,26,8,13,False,3,False,3.72,2,1,0,2,4.91
Design Review,High,Junior,C++,High,7,4,2,14,2,9,False,2,True,4.95,1,1,0,2,3.43
Refactoring,High,Mid,Go,Medium,6,2,2,12,3,17,True,3,False,2.13,1,1,0,0,3.66
Refactoring,Low,Junior,C++,Low,13,4,2,26,8,14,True,1,False,3.39,1,2,1,0,4.98
Documentation,Low,Senior,Go,High,13,4,2,26,9,11,False,3,False,4.39,1,1,1,1,4.55
Documentation,Low,Mid,C++,Critical,1,5,1,2,2,9,True,3,False,2.94,2,2,1,0,0.85
Feature Dev,Medium,Senior,JavaScript,Critical,3,2,1,6,6,15,False,2,False,1.22,2,0,0,0,1.5
Bug Fix,Low,Senior,JavaScript,Critical,8,4,1,16,6,16,True,2,False,3.5,2,1,1,0,3.01
Deployment,High,Junior,Go,High,3,3,2,6,6,12,False,1,False,3.59,1,1,1,0,1.45
Feature Dev,Medium,Senior,Other,Critical,11,5,0,22,4,13,False,2,False,3.47,2,1,1,1,4.15
Deployment,Medium,Mid,Other,Critical,9,1,3,18,9,11,True,3,False,5.32,0,0,1,0,4.1
Feature Dev,High,Senior,Go,Medium,9,1,0,18,7,11,True,3,False,3.07,0,1,0,0,4.56
Code Review,Low,Tech Lead,Python,Critical,3,4,3,6,10,13,True,3,True,4.66,1,1,1,1,1.8
Refactoring,Medium,Tech Lead,C++,Critical,8,4,3,16,2,17,False,2,False,1.44,3,1,0,0,3.78
Refactoring,Low,Senior,Go,Medium,5,5,3,10,3,17,False,2,False,4.38,2,0,2,1,1.99
Deployment,Medium,Mid,Go,Medium,1,2,1,2,3,11,False,1,True,2.22,1,1,0,0,0.59
Feature Dev,Medium,Junior,JavaScript,Critical,4,1,1,8,9,18,True,1,False,1.04,1,0,0,0,2.07
Code Review,High,Senior,C++,Medium,3,4,0,6,2,12,True,3,False,5.52,1,0,1,2,1.4
Client Meeting,High,Mid,Python,Critical,13,1,2,26,7,18,False,2,False,2.86,0,1,0,0,6.05
Code Review,Low,Senior,C++,Medium,8,5,1,16,9,18,False,1,True,3.49,2,1,2,0,3.1
Client Meeting,High,Tech Lead,Python,Low,3,2,0,6,9,9,False,1,False,2.51,1,1,0,0,1.42
Testing,Medium,Mid,JavaScript,High,13,5,3,26,2,13,False,3,True,3.45,2,2,0,1,5.81
Deployment,Medium,Junior,Go,Medium,9,4,3,18,9,14,False,1,False,2.93,1,2,1,0,3.72
Documentation,High,Senior,C++,Low,11,4,3,22,2,17,True,0,True,2.98,2,1,1,0,5.96
Refactoring,Medium,Tech Lead,Python,Critical,7,4,3,14,4,11,False,1,False,5.3,0,2,1,1,2.74
Design Review,Medium,Senior,C++,Medium,11,4,0,22,2,13,False,0,True,2.97,1,2,1,0,4.39
Feature Dev,High,Senior,JavaScript,High,4,3,2,8,9,18,False,2,False,2.83,1,2,0,0,2.15
Bug Fix,Medium,Mid,Java,Low,11,1,1,22,7,9,False,1,True,3.68,0,1,0,0,4.63
Documentation,Medium,Senior,Other,Critical,4,4,0,8,4,17,False,1,False,4.94,1,1,0,2,1.22
Deployment,High,Senior,Other,High,4,5,1,8,2,11,False,1,False,3.34,2,2,1,0,2.06
Documentation,High,Junior,C++,Low,5,3,1,10,3,11,True,1,False,2.7,2,0,1,0,2.69
Refactoring,Medium,Tech Lead,JavaScript,Low,10,4,3,20,10,18,True,0,False,3.47,1,2,1,0,4.44
Bug Fix,Low,Junior,Other,Medium,13,1,0,26,10,14,False,2,False,3.61,0,1,0,0,4.65
Design Review,Medium,Junior,Java,High,7,4,3,14,7,16,False,3,False,5.38,1,0,0,3,2.69
Code Review,High,Junior,Python,Low,11,2,2,22,9,13,False,3,False,2.94,1,0,1,0,5.26
Design Review,High,Junior,Python,Critical,13,2,1,26,7,12,True,2,False,4.82,0,1,0,1,5.55
Design Review,Medium,Tech Lead,Java,Critical,7,1,2,14,9,13,True,0,True,5.1,0,0,1,0,3.2
Testing,Low,Senior,C++,Critical,5,3,1,10,2,10,True,2,False,2.03,2,1,0,0,2.06
Client Meeting,Medium,Mid,C++,Low,4,3,3,8,8,11,False,3,False,2.71,1,2,0,0,2.35
Bug Fix,Medium,Senior,Go,Low,1,2,2,2,8,16,False,1,True,3.15,1,0,1,0,0.99
Refactoring,Medium,Senior,C++,Medium,12,3,1,24,1,13,True,1,False,5.15,1,0,1,1,4.28
Documentation,High,Mid,Go,Medium,12,1,2,24,3,16,True,1,False,1.06,1,0,0,0,6.4
Feature Dev,Low,Senior,JavaScript,Medium,10,5,0,20,1,14,False,0,True,3.97,1,2,1,1,3.31
Feature Dev,Medium,Mid,C++,Critical,13,2,2,26,6,10,True,3,False,1.29,2,0,0,0,6.16
Code Review,Low,Senior,Java,High,12,5,0,24,6,11,False,2,False,1.75,3,2,0,0,4.57
Code Review,Medium,Senior,Python,Critical,12,1,0,24,9,13,False,0,False,6.63,0,0,0,1,3.96
Testing,Medium,Junior,Java,Medium,4,2,2,8,4,10,False,1,False,4.47,0,1,1,0,1.71
Bug Fix,High,Mid,Java,Low,12,5,2,24,3,14,True,0,False,2.63,3,1,1,0,5.86
Design Review,High,Tech Lead,JavaScript,Low,4,4,2,8,6,9,False,1,True,2.24,3,1,0,0,2.49
Bug Fix,High,Mid,Other,Medium,6,1,1,12,5,11,True,2,False,3.31,0,1,0,0,3.15
Documentation,Low,Senior,Go,High,3,2,0,6,5,12,False,2,False,2.5,1,1,0,0,1.26
Bug Fix,High,Mid,C++,Low,1,5,1,2,2,10,False,2,True,3.41,2,2,0,1,0.89
Documentation,Low,Junior,Java,Medium,8,2,1,16,1,17,False,2,True,3.46,0,2,0,0,3.53
Refactoring,Low,Tech Lead,JavaScript,Medium,10,5,2,20,6,11,False,2,False,4.3,2,0,2,1,3.31
Documentation,High,Junior,Other,Medium,7,1,1,14,9,17,True,2,False,3.16,0,1,0,0,3.76
Documentation,Low,Mid,JavaScript,Critical,10,1,0,20,10,13,True,3,False,1.44,1,0,0,0,4.17
Deployment,Medium,Junior,Other,Critical,10,5,0,20,10,17,False,2,True,3.44,2,1,2,0,4.17
Code Review,Medium,Senior,C++,Low,12,4,3,24,5,15,False,3,True,4.09,1,1,2,0,5.22
Deployment,Medium,Junior,Python,Low,2,3,2,4,10,12,True,1,False,3.35,1,1,1,0,1.33
Deployment,Low,Senior,Java,Low,5,1,3,10,9,14,False,3,False,1.17,1,0,0,0,2.47
Design Review,Medium,Mid,JavaScript,Medium,4,5,2,8,5,10,False,0,False,2.7,2,2,1,0,1.76
Code Review,Medium,Senior,Go,Critical,4,4,2,8,4,15,True,2,False,4.07,2,0,1,1,1.74
Documentation,High,Junior,Java,Low,10,4,2,20,9,15,True,1,False,3.58,2,1,0,1,4.85
Feature Dev,Low,Tech Lead,Go,Medium,1,3,0,2,10,18,False,0,True,1.86,2,1,0,0,0.5
Deployment,Medium,Tech Lead,Go,Medium,3,5,0,6,8,14,False,0,False,4.65,1,0,3,1,0.79
Client Meeting,High,Tech Lead,Java,Critical,6,1,0,12,3,11,False,3,False,1.44,1,0,0,0,3.13
Design Review,Low,Senior,JavaScript,Critical,9,3,1,18,7,15,False,2,False,4.28,0,2,1,0,3.01
Feature Dev,Medium,Junior,Go,Low,1,3,3,2,1,12,False,1,False,1.43,3,0,0,0,0.84
Documentation,Low,Junior,Go,Low,11,1,0,22,4,15,False,2,False,2.82,0,1,0,0,4.15
Code Review,High,Tech Lead,Go,Low,12,4,3,24,7,13,False,0,False,3.04,2,1,1,0,5.58
Testing,High,Senior,Go,Critical,10,1,2,20,1,17,False,2,True,1.57,1,0,0,0,5.71
Bug Fix,Medium,Mid,Go,High,6,5,1,12,1,13,True,3,False,4.3,0,3,2,0,2.41
Feature Dev,Medium,Junior,JavaScript,Critical,1,1,2,2,2,11,False,1,False,1.53,1,0,0,0,0.68
Client Meeting,High,Tech Lead,JavaScript,Low,8,3,0,16,6,18,True,0,False,4.78,1,0,1,1,3.07
Bug Fix,Low,Senior,JavaScript,Low,11,4,0,22,10,16,False,1,False,3.84,2,0,0,2,3.58
Design Review,Low,Senior,Java,Low,1,2,3,2,9,18,False,2,True,3.51,1,0,1,0,1.07
Refactoring,Medium,Tech Lead,Python,Medium,13,3,2,26,3,11,False,3,True,2.99,2,0,1,0,6.11
Testing,Low,Junior,Python,High,6,1,2,12,2,14,False,0,False,1.94,1,0,0,0,2.34
Bug Fix,High,Senior,JavaScript,Low,11,4,0,22,8,15,False,3,False,4.15,1,2,0,1,4.64
Testing,Medium,Senior,Java,Critical,9,3,0,18,6,9,True,0,False,6.35,0,1,0,2,2.95
Documentation,Low,Senior,JavaScript,Low,10,2,0,20,4,10,True,0,False,5.41,0,1,0,1,3.05
Bug Fix,Low,Tech Lead,C++,Medium,9,5,0,18,9,17,True,2,True,2.4,2,3,0,0,3.75
Code Review,Medium,Mid,JavaScript,Low,7,1,2,14,6,14,False,2,True,7.01,0,0,0,1,2.96
Design Review,Medium,Senior,C++,Low,12,2,1,24,8,10,True,0,True,2.06,1,1,0,0,5.59
Bug Fix,Medium,Tech Lead,JavaScript,Critical,4,1,1,8,8,15,False,0,True,1.34,1,0,0,0,2.01
Deployment,High,Junior,Other,Critical,1,1,3,2,10,12,True,2,False,1.89,1,0,0,0,1.0
Feature Dev,Medium,Junior,Other,Critical,4,1,0,8,2,11,True,1,False,1.63,1,0,0,0,1.64
Refactoring,Low,Mid,C++,Critical,1,1,1,2,4,16,True,2,False,3.06,0,1,0,0,0.7
Deployment,High,Junior,Python,Critical,5,4,0,10,8,14,False,2,False,2.43,3,1,0,0,2.52
Documentation,Medium,Senior,C++,Critical,12,2,3,24,6,17,False,3,False,4.78,0,1,1,0,4.99
Client Meeting,Medium,Mid,Other,Medium,8,4,0,16,4,17,True,1,False,3.8,1,1,2,0,3.14
Deployment,Low,Mid,Python,Medium,8,1,2,16,4,17,True,0,False,1.96,1,0,0,0,3.47
Code Review,High,Senior,JavaScript,Critical,7,3,0,14,6,9,False,2,True,4.13,1,0,2,0,3.3
Bug Fix,Medium,Mid,Go,Critical,11,5,2,22,2,12,False,2,False,2.43,2,2,1,0,4.55
Refactoring,Medium,Tech Lead,Java,Critical,4,3,0,8,8,11,False,2,False,2.58,2,1,0,0,1.9
Feature Dev,High,Tech Lead,Python,High,11,5,1,22,5,12,True,3,False,3.44,2,1,2,0,5.28
Code Review,Medium,Senior,Python,Medium,4,5,1,8,1,15,False,1,False,1.82,5,0,0,0,1.65
Deployment,High,Junior,Python,Medium,8,3,2,16,8,17,False,1,False,3.58,2,0,0,1,3.85
Documentation,Medium,Tech Lead,Other,Low,3,2,3,6,4,13,False,2,False,2.62,0,2,0,0,1.74
Feature Dev,Medium,Tech Lead,Other,Critical,9,5,0,18,1,14,True,0,False,4.29,2,1,1,1,3.23
Feature Dev,Medium,Mid,Python,Low,10,4,3,20,4,17,True,0,False,3.61,1,2,1,0,4.31
Design Review,High,Tech Lead,C++,Medium,8,5,1,16,1,9,False,1,False,3.54,1,2,2,0,3.68
Client Meeting,Low,Tech Lead,Go,High,5,5,0,10,9,13,True,2,False,2.38,4,0,1,0,2.03
Code Review,Low,Senior,JavaScript,Critical,11,2,2,22,10,11,True,3,True,2.57,1,1,0,0,5.02
Bug Fix,Medium,Mid,Other,Low,5,5,1,10,6,13,True,0,False,3.34,2,1,2,0,2.09
Bug Fix,High,Mid,Java,Critical,11,1,0,22,1,16,True,0,False,3.75,0,1,0,0,5.0
Bug Fix,Low,Mid,Go,Low,12,5,0,24,6,12,True,0,False,3.38,3,0,1,1,3.92
Refactoring,Medium,Senior,Python,Medium,1,2,3,2,7,10,True,3,False,4.28,1,0,0,1,0.88
Feature Dev,Medium,Junior,Python,Critical,1,1,0,2,10,15,True,2,True,6.12,0,0,1,0,0.5
Design Review,Low,Tech Lead,Java,High,12,3,0,24,7,17,False,2,False,1.7,3,0,0,0,4.5
Code Review,Low,Tech Lead,Python,Medium,10,4,2,20,7,10,True,2,False,3.89,2,0,1,1,3.8
Feature Dev,Low,Tech Lead,Java,High,11,2,0,22,6,9,False,1,True,4.07,1,0,0,1,3.89
Code Review,Medium,Senior,Other,Low,7,3,0,14,8,15,False,3,False,3.81,1,1,1,0,3.0
Client Meeting,High,Senior,JavaScript,Medium,12,2,1,24,1,11,True,2,False,2.51,1,1,0,0,5.99
Documentation,Medium,Senior,Other,Medium,5,3,1,10,5,16,False,0,False,1.92,2,1,0,0,2.13
Deployment,High,Tech Lead,Go,Critical,2,2,1,4,5,14,False,1,True,1.13,2,0,0,0,1.48
Client Meeting,Medium,Tech Lead,JavaScript,Medium,8,4,2,16,1,13,False,3,True,4.0,1,1,2,0,3.5
Client Meeting,High,Junior,Python,Medium,10,4,1,20,8,15,False,1,True,3.58,1,2,1,0,4.98
Bug Fix,Medium,Tech Lead,C++,High,11,4,1,22,6,16,False,2,False,3.02,2,1,1,0,4.3
Bug Fix,Medium,Junior,Other,Low,11,1,1,22,6,12,False,3,False,7.8,0,0,0,1,4.19
Deployment,Low,Mid,Go,High,13,5,3,26,5,10,False,3,False,2.45,1,4,0,0,5.42
Testing,High,Mid,JavaScript,Low,11,5,1,22,6,13,False,2,False,5.34,1,1,1,2,4.4
Deployment,High,Junior,Python,Medium,5,2,2,10,10,16,False,1,False,3.32,1,0,1,0,2.61
Client Meeting,Low,Senior,Python,Medium,7,4,2,14,9,13,False,3,True,3.7,2,0,2,0,3.17
Deployment,High,Senior,Java,Medium,2,5,1,4,9,15,False,2,False,4.14,1,2,1,1,1.27
Client Meeting,Low,Mid,Go,Critical,1,2,3,2,1,15,False,1,False,3.31,1,0,1,0,0.96
Bug Fix,Medium,Mid,C++,High,3,1,3,6,1,16,False,2,False,2.75,0,1,0,0,1.89
Documentation,High,Mid,Python,High,3,5,3,6,6,15,False,2,False,2.74,2,3,0,0,2.03
Feature Dev,Medium,Tech Lead,Other,Low,13,1,2,26,10,10,False,0,True,1.68,1,0,0,0,6.12
Documentation,High,Junior,Other,High,6,2,2,12,1,17,True,1,True,3.39,1,0,1,0,3.3
Deployment,High,Senior,Go,Critical,11,1,1,22,4,9,False,0,False,1.77,1,0,0,0,5.18
Bug Fix,Low,Tech Lead,C++,Medium,10,1,2,20,1,12,True,1,False,3.21,0,1,0,0,4.13
Client Meeting,Medium,Senior,Other,Medium,1,2,0,2,1,10,False,2,True,4.47,0,1,1,0,0.68
Refactoring,Medium,Senior,Go,Low,7,3,0,14,2,12,False,0,False,3.12,1,1,1,0,2.66
Testing,High,Mid,JavaScript,High,9,3,1,18,4,12,True,1,True,3.86,1,0,2,0,4.37
Refactoring,Medium,Junior,C++,Medium,2,1,2,4,1,9,False,1,False,4.57,0,0,1,0,0.87
Client Meeting,Low,Tech Lead,Go,Low,6,4,2,12,6,10,False,3,False,4.22,1,1,1,1,2.32
Feature Dev,Medium,Junior,Go,Low,13,1,3,26,1,10,False,1,True,1.59,1,0,0,0,6.23
Testing,High,Senior,C++,High,7,1,3,14,3,10,True,3,False,1.05,1,0,0,0,4.22
Bug Fix,High,Senior,Java,Low,7,2,2,14,4,12,False,0,False,1.53,2,0,0,0,3.73
Code Review,Medium,Mid,Java,Low,6,3,1,12,2,12,False,2,False,2.43,2,0,1,0,2.48
Feature Dev,Low,Senior,Python,Medium,6,3,1,12,10,17,False,3,False,4.36,1,0,2,0,2.07
Deployment,Low,Mid,Other,Medium,13,5,3,26,6,16,False,2,False,3.07,1,3,1,0,4.97
Code Review,High,Senior,JavaScript,Critical,3,3,1,6,1,14,False,1,False,3.46,1,1,1,0,1.58
Testing,Medium,Junior,Go,Critical,2,5,0,4,9,14,False,2,False,4.15,1,3,0,1,0.81
Bug Fix,Medium,Junior,Java,High,1,2,2,2,2,14,False,0,False,4.39,0,1,1,0,0.5
Code Review,High,Junior,Python,Low,12,3,2,24,2,15,False,1,True,4.28,1,1,0,1,5.57
Design Review,Medium,Senior,JavaScript,Critical,6,5,3,12,6,17,False,2,False,2.47,4,0,1,0,2.98
Testing,Low,Senior,Other,Critical,9,4,2,18,6,12,True,2,False,4.46,1,0,3,0,3.3
Refactoring,High,Junior,Python,Medium,3,2,1,6,3,18,False,3,False,1.69,2,0,0,0,1.74
Documentation,Low,Senior,Go,Low,1,1,3,2,4,11,True,0,False,3.78,0,1,0,0,0.95
Documentation,High,Senior,Other,Critical,9,1,1,18,2,13,False,2,False,1.31,1,0,0,0,4.51
Testing,Low,Tech Lead,Java,Medium,9,1,2,18,1,16,True,3,False,1.92,1,0,0,0,4.18
Code Review,Medium,Senior,JavaScript,High,6,4,2,12,10,17,False,0,False,2.44,2,2,0,0,2.72
Client Meeting,Low,Tech Lead,Python,Medium,9,5,2,18,5,11,True,2,True,3.16,3,1,1,0,3.81
Deployment,Medium,Junior,C++,Critical,5,1,1,10,7,15,False,1,False,1.24,1,0,0,0,2.09
Refactoring,Medium,Junior,Java,Critical,5,4,0,10,7,15,False,0,False,2.27,3,1,0,0,1.99
Documentation,High,Senior,Other,High,4,1,2,8,3,15,True,3,False,1.56,1,0,0,0,2.64
Bug Fix,Medium,Senior,C++,Low,6,4,1,12,6,17,False,1,True,2.24,2,2,0,0,2.91
Deployment,Low,Tech Lead,Go,Critical,8,2,3,16,9,12,False,0,False,2.19,1,1,0,0,3.15
Refactoring,High,Mid,Go,Low,3,5,1,6,8,16,True,2,False,4.83,1,1,2,1,1.42
Design Review,Medium,Mid,Java,High,3,3,3,6,7,18,False,1,True,2.86,0,3,0,0,1.81
Refactoring,High,Mid,Java,Medium,5,4,2,10,2,9,False,3,False,5.02,1,0,2,1,2.38
Code Review,Low,Senior,Other,High,13,4,0,26,5,13,True,3,True,4.53,0,2,1,1,4.73
Client Meeting,Medium,Tech Lead,Go,Low,3,5,3,6,7,15,False,1,False,2.14,3,2,0,0,1.63
Bug Fix,Low,Mid,Python,Critical,2,4,0,4,2,14,True,2,False,3.47,1,1,2,0,0.73
Feature Dev,High,Tech Lead,JavaScript,Critical,5,5,2,10,2,14,False,1,False,2.02,4,1,0,0,2.71
Bug Fix,Low,Junior,Java,Low,1,1,2,2,10,12,True,0,False,5.28,0,0,1,0,0.56
Documentation,High,Mid,JavaScript,High,2,3,2,4,4,16,True,0,False,4.27,1,0,2,0,1.17
Code Review,Medium,Senior,C++,Critical,1,3,2,2,10,13,True,3,True,2.72,2,0,1,0,1.28
Refactoring,Medium,Senior,C++,Critical,7,4,3,14,9,14,False,2,False,1.96,3,1,0,0,3.28
Code Review,Medium,Tech Lead,JavaScript,High,11,1,0,22,6,10,False,2,False,3.29,0,1,0,0,4.38
Testing,High,Mid,JavaScript,Medium,12,3,2,24,5,11,True,1,False,3.71,1,1,1,0,5.51
Deployment,Medium,Tech Lead,C++,Low,4,5,0,8,8,17,False,3,False,2.7,2,3,0,0,1.77
Bug Fix,Medium,Senior,Python,Low,10,3,0,20,6,11,False,0,False,2.49,2,1,0,0,3.86
Bug Fix,Medium,Tech Lead,Other,Critical,4,1,1,8,1,18,False,2,False,6.66,0,0,0,1,1.55
Client Meeting,Low,Mid,JavaScript,High,10,3,0,20,6,14,False,1,True,2.94,1,1,1,0,3.74
Refactoring,High,Tech Lead,JavaScript,Medium,6,5,3,12,10,15,False,1,False,4.29,1,2,1,1,2.98
Feature Dev,High,Senior,Java,Critical,6,5,2,12,4,15,False,3,False,3.37,1,3,1,0,3.22
Code Review,High,Mid,JavaScript,Medium,3,2,0,6,8,10,False,3,False,4.31,1,0,0,1,1.47
Refactoring,Low,Senior,Java,Low,1,1,3,2,10,12,False,0,True,2.61,0,1,0,0,0.9
Testing,Medium,Mid,C++,Critical,13,2,2,26,2,14,True,3,False,1.15,2,0,0,0,6.27
Bug Fix,Medium,Senior,C++,Low,12,1,1,24,2,9,True,0,True,3.85,0,1,0,0,5.37
Client Meeting,Low,Tech Lead,JavaScript,High,10,1,0,20,1,9,True,2,False,1.52,1,0,0,0,4.06
Bug Fix,Low,Junior,Java,High,10,1,3,20,9,15,False,1,False,1.7,1,0,0,0,4.06
Testing,Medium,Mid,Other,High,7,1,0,14,7,16,False,2,False,7.98,0,0,0,1,2.63
Code Review,Medium,Junior,Java,Low,1,5,3,2,4,17,True,0,False,1.79,4,1,0,0,0.8
Design Review,High,Mid,JavaScript,High,9,2,3,18,3,12,False,0,False,3.09,1,0,1,0,4.16
Client Meeting,High,Mid,Go,Medium,10,1,3,20,4,15,False,1,True,1.36,1,0,0,0,5.55
Feature Dev,Low,Tech Lead,JavaScript,Critical,4,5,3,8,6,10,False,0,False,3.25,2,2,1,0,1.64
Code Review,Medium,Tech Lead,Go,Critical,7,4,2,14,2,13,False,1,False,3.13,2,1,1,0,3.12
Design Review,High,Junior,Other,Low,7,3,1,14,7,18,False,0,False,2.2,2,1,0,0,3.41
Bug Fix,Low,Senior,JavaScript,High,2,2,3,4,3,12,False,2,False,1.3,2,0,0,0,1.37
Client Meeting,Low,Senior,Python,Critical,9,3,0,18,10,12,True,3,False,2.18,2,1,0,0,3.7
Testing,High,Mid,C++,High,1,3,0,2,8,11,False,1,False,5.4,0,0,3,0,0.5
Design Review,High,Mid,JavaScript,Medium,8,3,0,16,4,12,False,3,False,3.38,0,2,1,0,3.6
Bug Fix,Low,Tech Lead,Other,High,9,3,3,18,5,17,False,0,False,1.94,3,0,0,0,3.84
Feature Dev,Medium,Tech Lead,Python,Low,8,2,2,16,3,14,False,3,False,3.93,0,1,1,0,3.44
Refactoring,Medium,Junior,Go,High,12,1,0,24,4,10,False,0,False,1.14,1,0,0,0,4.89
Code Review,Medium,Senior,Other,Medium,5,5,0,10,5,13,False,1,False,3.66,2,2,0,1,1.87
Documentation,Low,Mid,Go,Critical,1,1,1,2,5,9,True,1,False,2.89,0,1,0,0,0.59
Bug Fix,Low,Mid,C++,Low,13,2,1,26,1,12,False,0,False,2.31,1,1,0,0,4.88
Bug Fix,Low,Senior,C++,Critical,9,1,2,18,9,12,True,3,True,1.19,1,0,0,0,4.35
Bug Fix,Low,Junior,Java,Critical,9,2,3,18,1,12,False,2,False,5.43,0,1,0,1,3.23
Deployment,High,Junior,Python,High,6,1,1,12,4,11,True,3,True,3.26,0,1,0,0,3.5
Client Meeting,Low,Tech Lead,C++,High,10,4,2,20,4,13,False,1,False,3.78,1,1,2,0,3.45
Documentation,High,Mid,Go,Medium,8,2,3,16,5,9,True,0,False,1.27,2,0,0,0,4.3
Refactoring,Medium,Junior,Python,Low,11,3,3,22,4,10,False,3,False,1.92,2,1,0,0,5.0
Client Meeting,Medium,Tech Lead,Python,Low,7,4,2,14,3,17,True,2,True,6.01,0,1,1,2,2.95
Refactoring,Medium,Tech Lead,JavaScript,Low,5,2,0,10,1,11,False,1,True,1.3,2,0,0,0,2.24
Refactoring,High,Junior,Java,Medium,8,3,1,16,10,18,False,3,True,3.19,2,0,0,1,4.05
Refactoring,Low,Tech Lead,Java,Low,9,3,0,18,8,14,False,2,False,5.18,0,0,3,0,2.9
Refactoring,High,Senior,Python,Low,9,4,2,18,5,12,False,1,False,4.83,1,0,3,0,3.64
Client Meeting,High,Junior,C++,Medium,10,1,3,20,3,10,False,2,False,1.5,1,0,0,0,5.09
Feature Dev,Low,Senior,Go,Low,9,5,0,18,5,11,True,2,False,4.01,2,0,2,1,3.11
Code Review,Medium,Senior,Go,High,3,5,0,6,7,18,True,3,False,3.9,1,3,0,1,1.3
Testing,High,Senior,JavaScript,Medium,10,1,0,20,1,18,True,3,False,3.79,0,1,0,0,4.81
Design Review,Low,Senior,Java,Low,5,5,0,10,7,9,False,1,False,2.37,4,0,0,1,1.83
Testing,High,Senior,Java,Critical,1,1,3,2,3,11,False,0,False,1.2,1,0,0,0,0.87
Documentation,Medium,Mid,C++,Medium,3,1,0,6,9,15,False,2,False,4.81,0,0,1,0,1.29
Refactoring,Medium,Tech Lead,JavaScript,Medium,12,1,0,24,10,10,False,2,False,3.2,0,1,0,0,4.9
Bug Fix,High,Tech Lead,JavaScript,Low,5,5,1,10,1,16,True,2,False,4.98,1,1,2,1,2.43
Feature Dev,High,Mid,Other,Critical,2,1,2,4,1,16,True,1,False,5.33,0,0,1,0,1.14
Design Review,High,Tech Lead,C++,Low,1,5,1,2,9,11,False,1,True,4.72,1,1,3,0,0.72
Refactoring,Low,Junior,C++,High,7,4,3,14,5,9,False,1,True,3.37,2,1,1,0,2.94
Deployment,High,Mid,C++,Critical,9,1,2,18,1,15,True,3,True,5.52,0,0,1,0,4.79
Refactoring,Medium,Junior,C++,Critical,2,3,0,4,2,11,False,1,False,2.15,2,1,0,0,1.05
Deployment,Medium,Junior,Java,Critical,2,4,2,4,10,14,False,2,True,3.0,1,3,0,0,1.19
Client Meeting,Low,Mid,JavaScript,Low,12,1,3,24,6,11,True,1,False,3.83,0,1,0,0,4.96
Client Meeting,High,Junior,C++,Critical,4,1,3,8,5,9,False,1,False,2.69,0,1,0,0,2.45
Design Review,Low,Mid,Java,High,12,1,3,24,10,15,False,3,False,3.71,0,1,0,0,4.91
Documentation,Medium,Junior,Java,High,9,1,3,18,9,13,False,0,False,5.8,0,0,1,0,3.63
